example_id,movie_name,conversation_id,utterance_id,speaker_name,listener_name,context_6_turns,current_text,final_power_dynamic,final_respect_level,judge1_power_dynamic,judge2_power_dynamic,judge1_respect_level,judge2_respect_level
amadeus__conv_L30802__utt_L30809,amadeus,L30802,L30809,MOZART,JOSEPH,"1. MOZART to JOSEPH: Yes, Sire.
2. JOSEPH to MOZART: Yet we hear you are making an opera from it. Is this true?
3. MOZART to JOSEPH: Who told you this, Majesty?
4. JOSEPH to MOZART: It is not your place to ask questions. Is it true?
5. MOZART to JOSEPH: Well, yes, I admit it is.
6. JOSEPH to MOZART: Would you tell me why?","Well, Majesty, it is only a comedy.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30810__utt_L30810,amadeus,L30810,L30810,ORSINI-ROSENBERG,,,"What you think, Mozart, is scarcely the point. It is what His Majesty thinks that counts.",,,speaker_higher_power,speaker_higher_power,neutral_respect,low_respect
amadeus__conv_L30810__utt_L30811,amadeus,L30810,L30811,MOZART,ORSINI-ROSENBERG,"1. ORSINI-ROSENBERG: What you think, Mozart, is scarcely the point. It is what His Majesty thinks that counts.","But, Your Majesty -",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30812__utt_L30812,amadeus,L30812,L30812,JOSEPH,,,"Mozart, I am a tolerant man. I do not censor things lightly. When I do, I have good reason. Figaro is a bad play. It stirs up hatred between the classes. In France it has caused nothing but bitterness. My own dear sister Antoinette writes me that she is beginning to be frightened of her own people. I do not wish to see the same fears starting here.",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30812__utt_L30813,amadeus,L30812,L30813,MOZART,JOSEPH,"1. JOSEPH: Mozart, I am a tolerant man. I do not censor things lightly. When I do, I have good reason. Figaro is a bad play. It stirs up hatred between the classes. In France it has caused nothing but bitterness. My own dear sister Antoinette writes me that she is beginning to be frightened of her own people. I do not wish to see the same fears starting here.","Sire, I swear to Your Majesty, there's nothing like that in the story. I have taken out everything that could give offense. I hate politics.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30812__utt_L30814,amadeus,L30812,L30814,JOSEPH,MOZART,"1. JOSEPH: Mozart, I am a tolerant man. I do not censor things lightly. When I do, I have good reason. Figaro is a bad play. It stirs up hatred between the classes. In France it has caused nothing but bitterness. My own dear sister Antoinette writes me that she is beginning to be frightened of her own people. I do not wish to see the same fears starting here.
2. MOZART to JOSEPH: Sire, I swear to Your Majesty, there's nothing like that in the story. I have taken out everything that could give offense. I hate politics.","I think you are rather innocent, my friend. In these dangerous times I cannot afford to provoke our nobles or our people simply over a theatre piece.",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30815__utt_L30815,amadeus,L30815,L30815,MOZART,,,"But, Majesty, this is just a frolic. It's a piece about love.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30815__utt_L30816,amadeus,L30815,L30816,JOSEPH,MOZART,"1. MOZART: But, Majesty, this is just a frolic. It's a piece about love.","Ah, love again.",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30815__utt_L30817,amadeus,L30815,L30817,MOZART,JOSEPH,"1. MOZART: But, Majesty, this is just a frolic. It's a piece about love.
2. JOSEPH to MOZART: Ah, love again.","But it's new, it's entirely new. It's so new, people will go mad for it. For example, I have a scene in the second act - it starts as a duet, just a man and wife quarreling. Suddenly the wife's scheming little maid comes in unexpectedly - a very funny situation. Duet turns into trio. Then the husband's equally screaming valet comes in. Trio turns into quartet. Then a stupid old gardener - quartet becomes quintet, and so on.  On and on, sextet, septet, octet! How long do you think I can sustain that?",,,roughly_equal_power,listener_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30815__utt_L30818,amadeus,L30815,L30818,JOSEPH,MOZART,"1. MOZART: But, Majesty, this is just a frolic. It's a piece about love.
2. JOSEPH to MOZART: Ah, love again.
3. MOZART to JOSEPH: But it's new, it's entirely new. It's so new, people will go mad for it. For example, I have a scene in the second act - it starts as a duet, just a man and wife quarreling. Suddenly the wife's scheming little maid comes in unexpectedly - a very funny situation. Duet turns into trio. Then the husband's equally screaming valet comes in. Trio turns into quartet. Then a stupid old gardener - quartet becomes quintet, and so on.  On and on, sextet, septet, octet! How long do you think I can sustain that?",I have no idea.,,,listener_higher_power,speaker_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30815__utt_L30819,amadeus,L30815,L30819,MOZART,JOSEPH,"1. MOZART: But, Majesty, this is just a frolic. It's a piece about love.
2. JOSEPH to MOZART: Ah, love again.
3. MOZART to JOSEPH: But it's new, it's entirely new. It's so new, people will go mad for it. For example, I have a scene in the second act - it starts as a duet, just a man and wife quarreling. Suddenly the wife's scheming little maid comes in unexpectedly - a very funny situation. Duet turns into trio. Then the husband's equally screaming valet comes in. Trio turns into quartet. Then a stupid old gardener - quartet becomes quintet, and so on.  On and on, sextet, septet, octet! How long do you think I can sustain that?
4. JOSEPH to MOZART: I have no idea.","Guess! Guess, Majesty. Imagine the longest time such a thing could last, then double it.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30815__utt_L30820,amadeus,L30815,L30820,JOSEPH,MOZART,"1. MOZART: But, Majesty, this is just a frolic. It's a piece about love.
2. JOSEPH to MOZART: Ah, love again.
3. MOZART to JOSEPH: But it's new, it's entirely new. It's so new, people will go mad for it. For example, I have a scene in the second act - it starts as a duet, just a man and wife quarreling. Suddenly the wife's scheming little maid comes in unexpectedly - a very funny situation. Duet turns into trio. Then the husband's equally screaming valet comes in. Trio turns into quartet. Then a stupid old gardener - quartet becomes quintet, and so on.  On and on, sextet, septet, octet! How long do you think I can sustain that?
4. JOSEPH to MOZART: I have no idea.
5. MOZART to JOSEPH: Guess! Guess, Majesty. Imagine the longest time such a thing could last, then double it.","Well, six or seven minutes! maybe eight!",,,listener_higher_power,speaker_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30815__utt_L30821,amadeus,L30815,L30821,MOZART,JOSEPH,"1. MOZART: But, Majesty, this is just a frolic. It's a piece about love.
2. JOSEPH to MOZART: Ah, love again.
3. MOZART to JOSEPH: But it's new, it's entirely new. It's so new, people will go mad for it. For example, I have a scene in the second act - it starts as a duet, just a man and wife quarreling. Suddenly the wife's scheming little maid comes in unexpectedly - a very funny situation. Duet turns into trio. Then the husband's equally screaming valet comes in. Trio turns into quartet. Then a stupid old gardener - quartet becomes quintet, and so on.  On and on, sextet, septet, octet! How long do you think I can sustain that?
4. JOSEPH to MOZART: I have no idea.
5. MOZART to JOSEPH: Guess! Guess, Majesty. Imagine the longest time such a thing could last, then double it.
6. JOSEPH to MOZART: Well, six or seven minutes! maybe eight!","Twenty, sire! How about twenty? Twenty minutes of continuous music. No recitatives.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30822__utt_L30822,amadeus,L30822,L30822,VON SWIETEN,,,Mozart -,,,unclear,unclear,unclear,neutral_respect
amadeus__conv_L30822__utt_L30823,amadeus,L30822,L30823,MOZART,VON SWIETEN,1. VON SWIETEN: Mozart -,"Sire, only opera can do this. In a play, if more than one person speaks at the same time, it's just noise. No one can understand a word. But with music, with music you can have twenty individuals all talking at once, and it's not noise - it's a perfect harmony. Isn't that marvelous?",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30822__utt_L30824,amadeus,L30822,L30824,VON SWIETEN,MOZART,"1. VON SWIETEN: Mozart -
2. MOZART to VON SWIETEN: Sire, only opera can do this. In a play, if more than one person speaks at the same time, it's just noise. No one can understand a word. But with music, with music you can have twenty individuals all talking at once, and it's not noise - it's a perfect harmony. Isn't that marvelous?","Mozart, music is not the issue here. No one doubts your talent. It is your judgment of literature that's in question. Even with the politics taken out, this thing would still remain a vulgar farce. Why waste your spirit on such rubbish?  Surely you can choose more elevated themes?",,,roughly_equal_power,speaker_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30822__utt_L30825,amadeus,L30822,L30825,MOZART,VON SWIETEN,"1. VON SWIETEN: Mozart -
2. MOZART to VON SWIETEN: Sire, only opera can do this. In a play, if more than one person speaks at the same time, it's just noise. No one can understand a word. But with music, with music you can have twenty individuals all talking at once, and it's not noise - it's a perfect harmony. Isn't that marvelous?
3. VON SWIETEN to MOZART: Mozart, music is not the issue here. No one doubts your talent. It is your judgment of literature that's in question. Even with the politics taken out, this thing would still remain a vulgar farce. Why waste your spirit on such rubbish?  Surely you can choose more elevated themes?","Elevated? What does that mean? Elevated! The only thing a man should elevate is - oh, excuse me. I'm sorry. I'm stupid. But I am fed up to the teeth with elevated things! Old dead legends! How can we go on forever writing about gods and legends?",,,roughly_equal_power,listener_higher_power,low_respect,low_respect
amadeus__conv_L30822__utt_L30826,amadeus,L30822,L30826,VON SWIETEN,MOZART,"1. VON SWIETEN: Mozart -
2. MOZART to VON SWIETEN: Sire, only opera can do this. In a play, if more than one person speaks at the same time, it's just noise. No one can understand a word. But with music, with music you can have twenty individuals all talking at once, and it's not noise - it's a perfect harmony. Isn't that marvelous?
3. VON SWIETEN to MOZART: Mozart, music is not the issue here. No one doubts your talent. It is your judgment of literature that's in question. Even with the politics taken out, this thing would still remain a vulgar farce. Why waste your spirit on such rubbish?  Surely you can choose more elevated themes?
4. MOZART to VON SWIETEN: Elevated? What does that mean? Elevated! The only thing a man should elevate is - oh, excuse me. I'm sorry. I'm stupid. But I am fed up to the teeth with elevated things! Old dead legends! How can we go on forever writing about gods and legends?","Because they do. They go on forever - at least what they represent. The eternal in us, not the ephemeral. Opera is here to ennoble us. You and me, just as much as His Majesty.",,,roughly_equal_power,speaker_higher_power,high_respect,neutral_respect
amadeus__conv_L30831__utt_L30831,amadeus,L30831,L30831,MOZART,,,"Forgive me, Majesty. I'm a vulgar man. But I assure you, my music is not.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30831__utt_L30832,amadeus,L30831,L30832,JOSEPH,MOZART,"1. MOZART: Forgive me, Majesty. I'm a vulgar man. But I assure you, my music is not.","You are passionate, Mozart! But you do not persuade.",,,roughly_equal_power,speaker_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30831__utt_L30833,amadeus,L30831,L30833,MOZART,JOSEPH,"1. MOZART: Forgive me, Majesty. I'm a vulgar man. But I assure you, my music is not.
2. JOSEPH to MOZART: You are passionate, Mozart! But you do not persuade.","Sire, the whole opera is finished. Do you know how much work went into it?",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30836__utt_L30836,amadeus,L30836,L30836,ORSINI-ROSENBERG,,,"That will do, Herr Mozart!",,,speaker_higher_power,speaker_higher_power,neutral_respect,low_respect
amadeus__conv_L30836__utt_L30837,amadeus,L30836,L30837,MOZART,ORSINI-ROSENBERG,"1. ORSINI-ROSENBERG: That will do, Herr Mozart!",Just let me tell you how it begins.,,,roughly_equal_power,listener_higher_power,neutral_respect,neutral_respect
amadeus__conv_L30838__utt_L30838,amadeus,L30838,L30838,VON STRACK,,,Herr Mozart -,,,unclear,unclear,high_respect,high_respect
amadeus__conv_L30838__utt_L30839,amadeus,L30838,L30839,MOZART,VON STRACK,1. VON STRACK: Herr Mozart -,"May I just do that, Majesty? Show you how it begins? Just that?",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
amadeus__conv_L30842__utt_L30842,amadeus,L30842,L30842,ORSINI-ROSENBERG,,,"Well, Mozart is already rehearsing.",,,unclear,unclear,neutral_respect,neutral_respect
amadeus__conv_L30842__utt_L30843,amadeus,L30842,L30843,SALIERI,ORSINI-ROSENBERG,"1. ORSINI-ROSENBERG: Well, Mozart is already rehearsing.",Incredible.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
amadeus__conv_L30842__utt_L30844,amadeus,L30842,L30844,ORSINI-ROSENBERG,SALIERI,"1. ORSINI-ROSENBERG: Well, Mozart is already rehearsing.
2. SALIERI to ORSINI-ROSENBERG: Incredible.",The Emperor has given him permission.,,,speaker_higher_power,roughly_equal_power,neutral_respect,neutral_respect
amadeus__conv_L30847__utt_L30847,amadeus,L30847,L30847,ORSINI-ROSENBERG,,,What anger?,,,unclear,unclear,neutral_respect,neutral_respect
amadeus__conv_L30847__utt_L30848,amadeus,L30847,L30848,SALIERI,ORSINI-ROSENBERG,1. ORSINI-ROSENBERG: What anger?,About the ballet.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
amadeus__conv_L30847__utt_L30849,amadeus,L30847,L30849,ORSINI-ROSENBERG,SALIERI,"1. ORSINI-ROSENBERG: What anger?
2. SALIERI to ORSINI-ROSENBERG: About the ballet.",Ballet? What ballet?,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
amadeus__conv_L30847__utt_L30850,amadeus,L30847,L30850,SALIERI,ORSINI-ROSENBERG,"1. ORSINI-ROSENBERG: What anger?
2. SALIERI to ORSINI-ROSENBERG: About the ballet.
3. ORSINI-ROSENBERG to SALIERI: Ballet? What ballet?",Excuse me - didn't His Majesty specifically forbid ballet in his opera?,,,listener_higher_power,roughly_equal_power,high_respect,high_respect
amadeus__conv_L30847__utt_L30851,amadeus,L30847,L30851,ORSINI-ROSENBERG,SALIERI,"1. ORSINI-ROSENBERG: What anger?
2. SALIERI to ORSINI-ROSENBERG: About the ballet.
3. ORSINI-ROSENBERG to SALIERI: Ballet? What ballet?
4. SALIERI to ORSINI-ROSENBERG: Excuse me - didn't His Majesty specifically forbid ballet in his opera?","Yes, absolutely. Is there a ballet in Figaro?",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
amadeus__conv_L30847__utt_L30852,amadeus,L30847,L30852,SALIERI,ORSINI-ROSENBERG,"1. ORSINI-ROSENBERG: What anger?
2. SALIERI to ORSINI-ROSENBERG: About the ballet.
3. ORSINI-ROSENBERG to SALIERI: Ballet? What ballet?
4. SALIERI to ORSINI-ROSENBERG: Excuse me - didn't His Majesty specifically forbid ballet in his opera?
5. ORSINI-ROSENBERG to SALIERI: Yes, absolutely. Is there a ballet in Figaro?","Yes, in the third act.",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
